id,type,text1,text2,text3,notes
SKR_siegfried,SHIP,"While the Onslaught class battleships were designed to be the fist of the Domain might, the Siegfried-class dreadnoughts were meant to be its gate-keepers. Quite literally in fact since those gargantuan ships were only deployed to guard strategic hyperspace gates. With all their firepower concentrated in a small frontal cone, they were meant to cork any invasion attempt by raining shells on anything that emerged from the gates. And to avoid any interruption in their strike, they were equipped with a disposable flux sinks system. By recycling some of their flux sinks, they were able to instantly relieve their core ones from some of the pressure. A later improvement added a guidance system to the ejection system, using those radiating sinks as makeshift ordinances. 

Unlike its smaller cousin, the Siegfried blueprints were never updated when shields and missiles became more common. At first, because the technology would not allow a radius wide enough, and then because the production of those colossi ceased due to the availability of better suited, cheaper designs. Since they were still able to fill their role with an upgraded loadout, the few existing ones were maintained in active service.

In the early days after the Collapse, this particular model has been the subject of a bare-bone modern refit, adding a higher efficiency flux bank, as well as a makeshift shield generator.",,,
,,,,,
SKR_nova,SHIP,"
 - A false idol. -
 
>Born from an unquenchable thirst for a higher purpose.
>And a desperate need for guidance.
>A monument to mankind's hubris.
>A statement of independence.
>A last bastion in the face of extinction.
>A home to return to.
>A family.

 - Nova. - ",,,
,,,,,
,,,,,
,,,,,
,,,,,
CIV_titanic,SHIP,"A unique Cruise-liner from the Black-hole Line company, this heavily modified Onslaught battleship specializes in thrill tours, promising the passengers up-close views of all the most violent space phenomena. All the heavy armor is just there to reassure the clients, as the ship would never get close enough to put them in any danger.

After the terrible battle in the Coral nebula, the Onslaught class HSS Incorruptible managed to limp back to the nearest Hegemony base only to discover the damage received was too extensive for repairs. Most of the ship was salvageable but restoring the two arms housing the TPC's would effectively require cutting them off completely and attaching new ones. The overall structure would have been much weaker as a result and so the ship was branded non-combat capable and destined for recycling. Hearing of this, the Black Hole Line company sent an offer to purchase the demilitarized hull. The Cruise company was looking for a second breath by offering more exciting travel destinations closer to the most violent stellar events. The well-known sturdiness of the Onslaughts would allow them to make this plan a reality without endangering the life of their passengers. 

The arms and most of the space formerly occupied with weapons were converted into luxurious dining rooms, cabins, pools, and tennis courts; while the former cramped crew quarters were kept for the new personnel. Another major modification was the removal of two-third of the engines: high speed was not a requirement, and the weight shed by removing the armament compensated most of the loss of thrust. This operation allowed for creating larger storage holds and fuel tanks, and in turn, enabled longer trips. 

The ship was re-branded BHL Titanic VII by the CEO of Black Hole Line, despite the opposition of his counselors: the Titanic VI catastrophe was just fading from the collective memory and many employees saw in this name a bad omen. For her maiden voyage, she was going to offer her passenger an incredible spot to observe a rogue giant plunge into a black hole. The 2500 tickets were all sold within the first week.",,,
,,,,,
CIV_blitzkrieg,SHIP,"A unique ship born from the conversion of an old Conquest-class battle-cruiser in a heavily armored blockade runner. While most weapons have been removed, the iconic space between the military ship's arms has been filled with a respectable flight deck and a drone launching bay. All the military components have been removed to make space for large cargo holds and additional fuel tanks. Now ""free"" from the added weight of heavy weaponry, the venerable engines can finally give all their measure, making this ship the fastest capital-sized freighter in the sector. And what it cannot outrun, the fighters and remaining medium armament will be able to take care of. 

This crazy project was commissioned by a small freighter company looking to expand its activity. Due to severe under-estimations of the costs, it had to sell all its other vessels to pay the bills and even so was on the brink of bankruptcy when it finally launched its brand new flagship. However, with this single ship as their asset, the small freighter enterprise quickly grew into a renowned player, specialized in blockade running and freight contracts to unstable regions.",,,
,,,,,
CIV_demeter,SHIP,"A rather unlikely ship: The Demeter is technically a space farm built into the husk of an unfinished Paragon-class battleship. It was an audacious move that unexpectedly paid off since few worlds not controlled by the Luddic Church's have a clean/terraformed enough environment to grow high-quality fruits and vegetables.

It was in cycle 182 that Tri-Tachyon engineer Mark Stanlor (re?)discovered a way to fine-tune shields emitters so that they could filter a star's dangerous radiations while letting light pass through. This could finally allow space culture to become a viable solution for non-terraformed worlds by preventing crop degeneration.

At that time, a bottleneck in Paragon class power plant production left several unfinished hulls taking space dust in shipyards. Nobody knows exactly how he managed to get several executives to support his project, but Mark was allowed to buy one of them for a single symbolic credit. He then sold back the fortress shield emitter to finance a general reconversion of the hull into a massive mobile space farm. Using several loopholes in private armed ship legislation, he managed to keep two of the large turrets, but the rest was removed to accommodate a vast flight deck for loading transport shuttle. The large central space was floored, closed by a dome on each side, covered with earth, watered, fertilized, and connected to a massive environmental system to keep the conditions perfect for the cultures.

The domes had their own shield system tuned for filtering radiation, but in case of an attack or an asteroid shower, Mark wanted to be able to deploy a normal combat shield. The problem was, both could not be activated at the same time. As close to a star as the ship was expected to sit, the few seconds of exposure while the combat shield rose would suffice to burn the crops to a crisp, not even mentioning the fate of the cattle. Or the field workers. To avoid that he had his team create a jump-start system that would allow the shield to raise almost instantly, at the cost of a large flux production.

The ship was named Demeter and launched in 185 for its test flight. Thanks to onboard genetic labs and ideal conditions for growth, the first harvest occurred 2 months later. It was a tremendous success, the fruits and vegetables were sold in a matter of hours to the greatest restaurants and chefs for more than 1000 times the standard price. As Demeter's reputation grew, subsequent productions saw even wilder price speculation.

That is when Mark revealed his true objective: having proven the viability of the concept, a clause in the hull sale terms stipulated that the ship was now for all intents and purposes his! And the sudden surge in the wealth of the executives that supported his project raised many suspicions on how he managed to negotiate such a generous contract. Then, instead of selling rights to build other farm ships, he jealously kept his prize and now sells high-quality products to the most luxurious establishments in the sector.",,,
,,,,,
#UNIQUE SHIPS
#UNIQUE SHIPS
#UNIQUE SHIPS
#UNIQUE SHIPS
,,,,,
,,,,,
,,,,,
,,,,,
# SHIP-SYSTEMS SHIP-SYSTEMS SHIP-SYSTEMS,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
SKR_boost,SHIP_SYSTEM,"Limited use solid booster, kicking the ship forward with a significant boost of speed for a very short while.

Predecessor of the Burn Drive system, it trades unlimited uses for a much stronger effect over a shorter duration.",Special,"Limited use solid booster, kicking the ship forward with a significant boost of speed for a very short while.",
,,,,,
SKR_temporalshell,SHIP_SYSTEM,"Speeds up the flow of time on board the ship. Generates a significant amount of flux when used.

Research on prolonged exposure to the effect was described as 'worrying' and quietly halted.",Special,Speeds up the flow of time on board the ship. Generates a significant amount of flux when used.,
,,,,,
SKR_missileFab,SHIP_SYSTEM,"Using the fighter auto-fab and munition rails, this system allows the Clippers to regenerate expended missiles. All missiles systems are disabled in the process, that is all weapon in this case, and the tubes have to be unloaded when the system activates, but this system greatly increase the endurance of the Clipper during hostile encounters.",Offensive,Slowly rebuild launched missiles but disable all weapons during the process and prevent all flux dissipation.,
,,,,,
SKR_overcharge,SHIP_SYSTEM,"Divert the power from most systems to charge up additional capacitors and reload the built-in weapons. Enhances the ship's performances when released.",Offensive,,
,,,,,
SKR_fluxTorps,SHIP_SYSTEM,"Launches disposable rocket-mounted flux sinks toward the enemy, transferring some flux on impact.",Special,,
,,,,,
SKR_drone_pd_x4,SHIP_SYSTEM,Deploys several defensive drones armed with light machine guns. The drones can be ordered to closely guard the ship or roam freely around it.,Drones (midline),Deploys several defensive drones armed with light machine guns.,
,,,,,
SKR_fastShield,SHIP_SYSTEM,Allows for the almost instant full deployment of the shield. Limited charges.,Defensive,,
,,,,,
SKR_superFlare,SHIP_SYSTEM,Launches fireworks that can also be used as makeshift flares should the need arise.,Defensive,Launches fireworks that can also be used as makeshift flares should the need arise.,
,,,,,
SKR_attitudejets,SHIP_SYSTEM,"Engages extra thrusters to greatly improve the ship's maneuverability. Also provides a slight boost to the ship's top speed.",Movement,"Provides a instant boost to maneuverability and top speed.",
,,,,,
SKR_pulse,SHIP_SYSTEM,"Releases a massive Electro-Magnetic Pulse that disables all missiles in a large radius as well as knocks out fighters and entire ships.",Offensive,"Releases a massive Electro-Magnetic Pulse that disables all missiles in a large radius as well as knocks out fighters and entire ships.",
,,,,,
SKR_readyracks,SHIP_SYSTEM,"Reload missile launchers in combat by using two ammo ready-racks.",Special,"Reload missile launchers in combat by using two ammo ready-racks.",
,,,,,
SKR_burn,SHIP_SYSTEM,"Lower intensity Burn Drive system that can be sustained during combat operation, allowing quick strategic repositioning.",Movement,"Increases the ship's speed and maneuverability at the cost of all flux dissipation. Forces the ship forward.",
,,,,,
SKR_displacer,SHIP_SYSTEM,"Teleports the ship forward in the direction it's traveling. The system slowly builds up to nine charges which can then be expended in extremely short order.",Movement,"Teleports rapidly the ship forward in the direction it's traveling. The system can store up to nine (!) charges at once.",
,,,,,
SKR_gravHook,SHIP_SYSTEM,"Pulls back anything standing in a long but narrow arc in front of the ship. The system can store up to three charges.",Special,"Pulls back anything standing in a long but narrow arc in front of the ship. The system can store up to three charges.",
,,,,,
SKR_drone_sensor,SHIP_SYSTEM,Deploys a pair of drones whose on-board sensors improve the ship's weapon and sensor range. Each drone is also armed with an ion cannon.,Drones (high tech),Deploys a pair of drones that improve the ship's weapon and sensor range. Each drone is also armed with an ion cannon.,
,,,,,
SKR_timeSplitter,SHIP_SYSTEM,"Vastly speeds up the flow of time on board the ship. Generates a significant amount of flux when used.

Side effects may include and not be limited to: Dizziness, feeling of deja-vu, nose bleed, loss of sleep, loss of taste, tinnitus, brief hallucinations, partial loss of hairs, paralysis of the left side, blue coloration of the skin behind the knees and inside the armpits, inversion of the visible colors. Repeated usage of this system is strongly discouraged.",Special,"Vastly speeds up the flow of time on board the ship. Generates a significant amount of flux when used and slightly reduces the combat readiness.",
,,,,,
SKR_overdrive,SHIP_SYSTEM,"Fills an ""overcharge"" gauge expended to vastly increase the ship's performances.

Activating the system will start charging the effect gauge. That will disable and fold the two built-in Pulse Overcharge lasers. While charging the ship is slightly less maneuverable and the rest of the weapons' fire-rate is halved. The performance revert to normal once the charge gauge is filled.

The gauge can be charged up to 10s and the full charge can be held until needed, but a partial charge can be used just as well.

Upon deactivation of the system, the ship will enter an ""Overchaged"" mode. For the same time the charge lasted, the weapons will fire faster and the ship will be quicker and vastly more maneuverable. Additionally it will reload up to a full magazine of ammo of the built-in lasers (on top of any charges left) and instantly dissipate up to half the current flux, relative to the charge level.",Special,"Fills an ""overcharge"" gauge expended to vastly increase the ship's performances. Check the codex description for detailed instructions.",
,,,,,
SKR_twinShield,SHIP_SYSTEM,"The Twin Layer Shield concentrate all shields emitters in a narrower arc to greatly increase the efficiency of damage absorption.",Defense,"Halves the shield's arc, but doubles its efficiency and turn rate.",
,,,,,
SKR_phaseteleporter,SHIP_SYSTEM,The ship instantly teleports to a nearby location. Using this system generates some flux. Limited charges,Movement,The ship instantly teleports to any desired nearby location. Generates flux and uses charges.,
,,,,,
SKR_alcubiere,SHIP_SYSTEM,"The ship rapidly drift to a nearby location, repelling all obstacles in its way. Generates flux and uses charges.",Movement,"The ship rapidly drift to a nearby location, repelling all obstacles in its way. Generates flux and uses charges.",
,,,,,
SKR_reload,SHIP_SYSTEM,"Reloads the main weapon's ammo. If timely executed, a double reload can temporarily overcharge the next shot.",Special,"Reloads the main weapon's ammo. If timely executed, a double reload can temporarily overcharge the next shot.",
,,,,,
SKR_redline,SHIP_SYSTEM,"Makes use of the safety margins in the flux grid to run some of the ship systems beyond their recommended specs. Increase the ballistic weapons' rate of fire and the engines' acceleration for a short time. Loads extra ammo for the main gun.",Special,"Increase ballistic weapons rate of fire and engines acceleration for a short time while. Loads extra ammo for the main gun.",
,,,,,
SKR_emp,SHIP_SYSTEM,"Discharges a flurry of EMP arcs onto a single target, potentially crippling it instantly. Generates a significant amount of flux when used.",Special,"Discharges a flurry of EMP arcs onto a single target, potentially crippling it instantly. Generates a significant amount of flux when used.",
,,,,,
SKR_burstJets,SHIP_SYSTEM,"Abruptly changes the velocity and orientation of the ship. Consumes limited charges that recharge slowly.",Mobility,"Abruptly changes the velocity and orientation of the ship. Consumes limited charges that recharge slowly.",
,,,,,
SKR_spasm,SHIP_SYSTEM,"Allows to ship to recover from the harsh conditions of space.",Special,"Allows to ship to recover from the harsh conditions of space.",
,,,,,
SKR_drift,SHIP_SYSTEM,"Quickly relocates the ship, slightly reduce flux.",Movement,"Quickly relocates the ship, slightly reduce flux.",
,,,,,
SKR_pull,SHIP_SYSTEM,"IT'S IN MY HEAD, GET IT OUT! GET IT OUT! GET IT OUT! GET IT OUT! GET IT OUT! Get it out please, get it out... Help, I want it out of my head. Help, please. Make it stop. Get it out. GET IT OUT OF MY HEAD!",Special,"IT'S IN MY HEAD, GET IT OUT! GET IT OUT! GET IT OUT! GET IT OUT! GET IT OUT! Get it out please, get it out... Help, I want it out of my head. Help, please. Make it stop. Get it out. GET IT OUT OF MY HEAD!",
,,,,,
,,,,,
,,,,,
# PLANETS PLANETS PLANETS,,,,,
,,,,,
# COMMODITY COMMODITY COMMODITY,,,,,
,,,,,
# MARKETS MARKETS MARKETS,,,,,
SKR_safeguardWreckage,CUSTOM,"The corpse of a monster. These sturdy exploitation platforms assisted Sporeships with their terraformation projects. They were sent to gather resources on a grand scale from barren worlds. They also had decent production capabilities and were equipped with advanced AI cores to operate autonomously from their assigned Sporeship. However, this particular one seems to have been modified by someone. Or something. It was nicknamed ""Safeguard"" by the captain of the first ship to encounter it. No communication could be established with the ship using regular ship-to-ship channels, and none of the usual noise was detected on the Domain Explorarium frequencies.",,"With extreme caution your ship closes the distance with the wreckage of the ""Safeguard"". All personel is on high alert in case any suspicious activity is detected but the hulk seems as inert as a regular ship wreck. A few hotspots here and there still reveal some reactor leakage but you are relieved to be informed that no nanomachine activity has been noticed. The hive queen is dead.

As soon as the alert level is lowered, you are bombarded with messages from several engineers requesting to be sent to study the technological wonders this hull must hold. ",
,,,,,
SKR_rampageWreckage,CUSTOM,"The corpse of a monster. While the signature of the engine would have designated this ship as part of the Domain Explorarium, a glance at the hull composition and design will dispel that hypothesis immediately. This ship, known as ""Rampage"", features components and weapons from all eras of the Domain, somehow integrated on a chassis of unknown origin into a working warship. No communication attempts yielded an intelligible response, although signals were detected in response from hails. While Rampage's answer to hostile actions was frightening in its efficiency, it rarely actively pursued other ships as long as they keep their distance.",,"With extreme caution your ship closes the distance with the wreckage of the ""Rampage"". All personel is on high alert in case any suspicious activity is detected but the hulk seems as inert as a regular ship wreck. A few hotspots here and there still reveal some reactor leakage but you are relieved to be informed that no nanomachine activity has been noticed. The hive queen is dead.

As soon as the alert level is lowered, you are bombarded with messages from several engineers requesting to be sent to study the technological wonders this hull must hold. ",
,,,,,
SKR_whiteDwarfWreckage,CUSTOM,"The corpse of a monster. What was first thought to be a modified AI Radiant turned out to be... well, that technically, but not just that. While usually found in Remnant space, the White Dwarf did not act like one. It destroyed any ship or probe that came too close, but it never actively pursued human spaceships, nor answered hails. It did not even help other nearby Remnant ships when they were in trouble, as observed during a Reclamation campaign.",,"With extreme caution your ship closes the distance with the wreckage of the ""White-Dwarf"". All personel is on high alert in case any suspicious activity is detected but the hulk seems as inert as a regular ship wreck. A few hotspots here and there still reveal some reactor leakage but you are relieved to be informed that no nanomachine activity has been noticed. The hive queen is dead.

As soon as the alert level is lowered, you are bombarded with messages from several engineers requesting to be sent to study the technological wonders this hull must hold. ",
,,,,,
SKR_cataclysmWreckage,CUSTOM,"The corpse of a monster. Cataclysm was first encountered by the inhabitants of the planet Abraxia when the ship appeared near their inactive gate. In a matter of weeks, it thoroughly destroyed all infrastructure present in the system, absorbing most of it to repair itself. The planet was left helpless with nary a tool to feed a population numbering in the millions: every bit of metal had been eaten by a buzzing grey mist. After that striking event, it vanished for nearly a decade before other rumors about a new sighting were reported. It all sounded like ghost ship stories until another system was hit. Cataclysm was then always tracked by military forces and bounty hunters, but rarely found.",,"With extreme caution your ship closes the distance with the wreckage of the ""Cataclysm"". All personel is on high alert in case any suspicious activity is detected but the hulk seems as inert as a regular ship wreck. A few hotspots here and there still reveal some reactor leakage but you are relieved to be informed that no nanomachine activity has been noticed. The hive queen is dead.

As soon as the alert level is lowered, you are bombarded with messages from several engineers requesting to be sent to study the technological wonders this hull must hold. ",
,,,,,
# FACTION FACTION FACTION,,,,,
,,,,,
